ID,Experiment Name,BCDCCollection,BossDBURI,SampleType,SpeciesCommonName,SpeciesTaxonomyID,Genotype,SubjectID,Age,Sex,Modality,Technique,Anntomical Structure,ParentSpecimenID,ParentSpecimenType,SubspecimenType,SubspecimenQuantity,Investigator,Description,BICCNDeliveryQuarter,Protocol,Public,Creator,Contributors,DataCreated,DateModified,License,ImageLocation,CoordinateFrame,Version,Channels
s18_l5_030nm_hd_1_,s18_l5_030nm_hd_1_,AAA178,bossdb://lee2022/s18_l5_030nm_hd_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA178,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA175,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l12m200um_fits06_050nm_,s05_l12m200um_fits06_050nm_,AAA179,bossdb://lee2022/s05_l12m200um_fits06_050nm_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA179,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA176,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s18_l5_030nm_hd_2_,s18_l5_030nm_hd_2_,AAA180,bossdb://lee2022/s18_l5_030nm_hd_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA180,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA177,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l12m200um_fits06_050nm_1_,s05_l12m200um_fits06_050nm_1_,AAA181,bossdb://lee2022/s05_l12m200um_fits06_050nm_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA181,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA178,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l12m200um_fits06_050nm_2_,s05_l12m200um_fits06_050nm_2_,AAA182,bossdb://lee2022/s05_l12m200um_fits06_050nm_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA182,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA179,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s18_l5_030nm_hd_3_,s18_l5_030nm_hd_3_,AAA183,bossdb://lee2022/s18_l5_030nm_hd_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA183,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA180,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l12m200um_fits06_050nm_3_,s05_l12m200um_fits06_050nm_3_,AAA184,bossdb://lee2022/s05_l12m200um_fits06_050nm_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA184,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA181,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s18_l5_030nm_hd_4_,s18_l5_030nm_hd_4_,AAA185,bossdb://lee2022/s18_l5_030nm_hd_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA185,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA182,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l12m200um_fits06_050nm_4_,s05_l12m200um_fits06_050nm_4_,AAA186,bossdb://lee2022/s05_l12m200um_fits06_050nm_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA186,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA183,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s18_l5_110nm_2dist_,s18_l5_110nm_2dist_,AAA187,bossdb://lee2022/s18_l5_110nm_2dist_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA187,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA184,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l12m200um_fits06_090nm_,s05_l12m200um_fits06_090nm_,AAA188,bossdb://lee2022/s05_l12m200um_fits06_090nm_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA188,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA185,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s18_l5_110nm_2dist_1_,s18_l5_110nm_2dist_1_,AAA189,bossdb://lee2022/s18_l5_110nm_2dist_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA189,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA186,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l12m200um_fits06_090nm_1_,s05_l12m200um_fits06_090nm_1_,AAA190,bossdb://lee2022/s05_l12m200um_fits06_090nm_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA190,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA187,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s18_l5_110nm_2dist_2_,s18_l5_110nm_2dist_2_,AAA191,bossdb://lee2022/s18_l5_110nm_2dist_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA191,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA188,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l12m200um_fits06_090nm_2_,s05_l12m200um_fits06_090nm_2_,AAA192,bossdb://lee2022/s05_l12m200um_fits06_090nm_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA192,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA189,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l12m200um_fits06_090nm_3_,s05_l12m200um_fits06_090nm_3_,AAA193,bossdb://lee2022/s05_l12m200um_fits06_090nm_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA193,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA190,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l4_bin2_080nm_,s05_l4_bin2_080nm_,AAA194,bossdb://lee2022/s05_l4_bin2_080nm_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA194,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA191,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l12m200um_fits06_090nm_4_,s05_l12m200um_fits06_090nm_4_,AAA195,bossdb://lee2022/s05_l12m200um_fits06_090nm_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA195,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA192,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l4_bin2_080nm_1_,s05_l4_bin2_080nm_1_,AAA196,bossdb://lee2022/s05_l4_bin2_080nm_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA196,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA193,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l4_bin2_080nm_2_,s05_l4_bin2_080nm_2_,AAA197,bossdb://lee2022/s05_l4_bin2_080nm_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA197,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA194,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
s05_l4_bin2_080nm_3_,s05_l4_bin2_080nm_3_,AAA198,bossdb://lee2022/s05_l4_bin2_080nm_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA198,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA195,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile1_,C2C_100nm_tile1_,AAA199,bossdb://lee2022/C2C_100nm_tile1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA199,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA196,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile1_1_,C2C_100nm_tile1_1_,AAA200,bossdb://lee2022/C2C_100nm_tile1_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA200,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA197,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile1_2_,C2C_100nm_tile1_2_,AAA201,bossdb://lee2022/C2C_100nm_tile1_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA201,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA198,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile1_3_,C2C_100nm_tile1_3_,AAA202,bossdb://lee2022/C2C_100nm_tile1_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA202,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA199,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile1_4_,C2C_100nm_tile1_4_,AAA203,bossdb://lee2022/C2C_100nm_tile1_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA203,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA200,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile2_,C2C_100nm_tile2_,AAA204,bossdb://lee2022/C2C_100nm_tile2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA204,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA201,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile2_1_,C2C_100nm_tile2_1_,AAA205,bossdb://lee2022/C2C_100nm_tile2_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA205,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA202,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile2_2_,C2C_100nm_tile2_2_,AAA206,bossdb://lee2022/C2C_100nm_tile2_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA206,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA203,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile2_3_,C2C_100nm_tile2_3_,AAA207,bossdb://lee2022/C2C_100nm_tile2_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA207,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA204,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile2_4_,C2C_100nm_tile2_4_,AAA208,bossdb://lee2022/C2C_100nm_tile2_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA208,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA205,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile3_,C2C_100nm_tile3_,AAA209,bossdb://lee2022/C2C_100nm_tile3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA209,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA206,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile3_1_,C2C_100nm_tile3_1_,AAA210,bossdb://lee2022/C2C_100nm_tile3_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA210,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA207,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile3_2_,C2C_100nm_tile3_2_,AAA211,bossdb://lee2022/C2C_100nm_tile3_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA211,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA208,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile3_3_,C2C_100nm_tile3_3_,AAA212,bossdb://lee2022/C2C_100nm_tile3_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA212,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA209,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_100nm_tile3_4_,C2C_100nm_tile3_4_,AAA213,bossdb://lee2022/C2C_100nm_tile3_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA213,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA210,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_ovw_150nm_sz1p1_,C2C_ovw_150nm_sz1p1_,AAA214,bossdb://lee2022/C2C_ovw_150nm_sz1p1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA214,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA211,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_ovw_150nm_sz1p1_1_,C2C_ovw_150nm_sz1p1_1_,AAA215,bossdb://lee2022/C2C_ovw_150nm_sz1p1_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA215,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA212,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_ovw_150nm_sz1p4_,C2C_ovw_150nm_sz1p4_,AAA216,bossdb://lee2022/C2C_ovw_150nm_sz1p4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA216,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA213,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2C_ovw_150nm_sz1p4_1_,C2C_ovw_150nm_sz1p4_1_,AAA217,bossdb://lee2022/C2C_ovw_150nm_sz1p4_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA217,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA214,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_060nm_tile1_,C2D_060nm_tile1_,AAA218,bossdb://lee2022/C2D_060nm_tile1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA218,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA215,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_060nm_tile1_1_,C2D_060nm_tile1_1_,AAA219,bossdb://lee2022/C2D_060nm_tile1_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA219,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA216,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_060nm_tile1_2_,C2D_060nm_tile1_2_,AAA220,bossdb://lee2022/C2D_060nm_tile1_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA220,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA217,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_060nm_tile1_3_,C2D_060nm_tile1_3_,AAA221,bossdb://lee2022/C2D_060nm_tile1_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA221,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA218,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_060nm_tile1_4_,C2D_060nm_tile1_4_,AAA222,bossdb://lee2022/C2D_060nm_tile1_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA222,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA219,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile1_,C2D_100nm_tile1_,AAA223,bossdb://lee2022/C2D_100nm_tile1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA223,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA220,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile1_1_,C2D_100nm_tile1_1_,AAA224,bossdb://lee2022/C2D_100nm_tile1_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA224,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA221,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile1_2_,C2D_100nm_tile1_2_,AAA225,bossdb://lee2022/C2D_100nm_tile1_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA225,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA222,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile1_3_,C2D_100nm_tile1_3_,AAA226,bossdb://lee2022/C2D_100nm_tile1_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA226,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA223,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile1_4_,C2D_100nm_tile1_4_,AAA227,bossdb://lee2022/C2D_100nm_tile1_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA227,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA224,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile2_,C2D_100nm_tile2_,AAA228,bossdb://lee2022/C2D_100nm_tile2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA228,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA225,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile2_1_,C2D_100nm_tile2_1_,AAA229,bossdb://lee2022/C2D_100nm_tile2_1_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA229,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA226,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile2_2_,C2D_100nm_tile2_2_,AAA230,bossdb://lee2022/C2D_100nm_tile2_2_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA230,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA227,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile2_3_,C2D_100nm_tile2_3_,AAA231,bossdb://lee2022/C2D_100nm_tile2_3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA231,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA228,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile2_4_,C2D_100nm_tile2_4_,AAA232,bossdb://lee2022/C2D_100nm_tile2_4_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA232,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA229,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
C2D_100nm_tile3_,C2D_100nm_tile3_,AAA233,bossdb://lee2022/C2D_100nm_tile3_/,Tissue Sample,Mouse,NCBI:txid10090,Luciferase-GFAP,AAA233,30d,Male,anatomy,X-ray holographic nanotomography,VIS,AAA230,tissue sample,tissue sample,3,Mukul Narwani,X-ray holographic nanotomography,2022Q3,dx.doi.org/xyz/protocols.io.happygoodproject,True,bossadmin,,x/x/xxxx,x/x/xxxx,CC-BY 4.0,,,1,
